LotFrontage,LotArea,Street,OverallQual,YearBuilt,BsmtQual,TotalBsmtSF,CentralAir,GrLivArea,PoolArea,GarageArea
80.0,9650,Pave,6,1977,Gd,1350,Y,1334,0,630
87.0,9246,Pave,5,1973,TA,1656,Y,1656,0,506
153.0,4118,Pave,4,1941,TA,693,N,693,0,0
95.0,13450,Pave,7,2002,Gd,916,Y,1861,0,492
120.0,9560,Pave,5,1972,TA,864,Y,864,0,288
70.0,8294,Pave,4,1971,TA,858,Y,872,0,480
66.0,13695,Pave,6,2003,Gd,1114,Y,1114,0,576
,9375,Pave,8,2002,Gd,1284,Y,2169,0,647
57.0,7558,Pave,6,1928,TA,896,Y,1913,0,342
85.0,11103,Pave,7,2006,Gd,728,Y,1456,0,440
50.0,6000,Pave,4,1920,TA,960,Y,960,0,308
,20781,Pave,7,1968,TA,1568,Y,2156,0,508
93.0,15306,Pave,8,2006,Ex,1732,Y,1776,0,712
,16196,Pave,7,1998,Gd,1482,Y,1494,0,514
50.0,5250,Pave,8,1872,TA,684,N,2358,0,0
91.0,11643,Pave,5,1969,TA,1248,Y,2634,0,968
70.0,9247,Pave,6,1962,TA,858,Y,1716,0,490
50.0,6000,Pave,6,1937,TA,698,Y,1176,0,624
56.0,14720,Pave,8,1995,Gd,2033,Y,3238,0,666
,10316,Pave,7,2000,Gd,992,Y,1865,0,839
102.0,10192,Pave,7,1968,TA,570,Y,1920,0,487
,9477,Pave,5,1966,TA,864,Y,892,0,264
,12537,Pave,5,1971,TA,1078,Y,1078,0,500
,2117,Pave,6,2000,Gd,756,Y,1573,0,440
129.0,16737,Pave,9,2004,Ex,1980,Y,1980,0,770
51.0,9842,Pave,5,1921,TA,612,Y,2601,0,621
124.0,16158,Pave,7,2005,Ex,1530,Y,1530,0,430
,12513,Pave,4,1920,TA,715,Y,1738,0,368
73.0,8499,Pave,6,2006,Gd,616,Y,1412,0,432
30.0,3180,Pave,7,2005,Gd,600,Y,1200,0,480
,7500,Pave,7,2000,Gd,814,Y,1674,0,663
68.0,9179,Pave,7,1999,Gd,873,Y,1790,0,588
41.0,2665,Pave,5,1977,TA,757,Y,1475,0,336
,4435,Pave,6,2003,Gd,848,Y,848,0,420
48.0,10635,Pave,8,2003,Gd,1657,Y,1668,0,502
90.0,5400,Pave,4,1920,TA,840,Y,1374,0,338
80.0,9600,Pave,6,1955,TA,992,Y,1661,0,377
75.0,9750,Pave,7,1998,Gd,1108,Y,2097,0,583
,11400,Pave,10,2001,Ex,2633,Y,2633,0,804
85.0,10625,Pave,7,2005,Gd,1026,Y,1958,0,936
89.0,10991,Pave,8,2007,Gd,1571,Y,1571,0,722
52.0,6292,Pave,6,1930,Gd,768,N,790,0,160
60.0,10998,Pave,5,1941,TA,984,Y,1604,0,660
21.0,1953,Pave,6,1973,TA,483,Y,987,0,264
73.0,9735,Pave,5,2006,Gd,384,Y,1394,0,400
45.0,8212,Pave,3,1914,TA,864,N,864,0,200
,12925,Pave,6,1970,TA,1205,Y,2117,0,550
60.0,7200,Pave,7,1920,Fa,596,Y,1762,0,576
,25339,Pave,5,1918,TA,816,Y,1416,0,576
60.0,9060,Pave,6,1939,TA,560,Y,1258,0,280
40.0,5436,Pave,4,1922,TA,796,Y,1154,0,240
80.0,16692,Pave,7,1978,Gd,1392,Y,2784,519,564
60.0,8520,Pave,6,1916,TA,714,N,2526,0,216
42.0,14892,Pave,9,2006,Ex,1746,Y,1746,0,758
60.0,6000,Pave,6,1941,TA,735,Y,1218,0,440
70.0,9100,Pave,7,2000,Gd,1525,Y,1525,0,541
65.0,8944,Pave,5,1967,TA,1584,Y,1584,0,792
68.0,7838,Pave,5,1967,TA,864,Y,900,0,288
60.0,10800,Pave,6,1905,Fa,482,N,1912,0,672
53.0,4045,Pave,7,2006,Gd,1356,Y,1500,0,648
88.0,12665,Pave,8,2005,Gd,1094,Y,2482,0,642
,57200,Pave,5,1948,TA,747,Y,1687,0,572
51.0,6120,Pave,5,1920,TA,939,Y,1513,0,180
60.0,7200,Pave,5,1950,TA,1208,Y,1904,0,240
51.0,6171,Pave,6,1925,TA,976,Y,1608,0,216
50.0,6000,Pave,6,1929,TA,862,Y,1158,0,208
62.0,7415,Pave,6,2004,TA,839,Y,1593,0,398
64.0,6762,Pave,7,2006,Gd,1286,Y,1294,0,662
49.0,15256,Pave,8,2007,Gd,1485,Y,1464,0,754
60.0,10410,Pave,3,1915,TA,672,Y,1214,0,936
44.0,3842,Pave,8,2004,Ex,1594,Y,1646,0,482
70.0,8445,Pave,5,1972,Gd,768,Y,768,0,396
,8780,Pave,5,1985,TA,833,Y,833,0,0
60.0,7740,Pave,4,1910,Fa,622,Y,1363,0,528
46.0,20544,Pave,7,1986,Gd,791,Y,2093,0,542
79.0,12420,Pave,7,2001,Gd,944,Y,1840,0,622
80.0,9600,Pave,6,1950,TA,856,Y,1668,0,271
60.0,7200,Pave,4,1949,,0,N,1040,0,420
88.0,10994,Pave,8,2005,Gd,1844,Y,1844,0,620
64.0,13053,Pave,6,1923,TA,833,Y,1848,0,370
51.0,3635,Pave,7,2007,Gd,1386,Y,1569,0,660
60.0,11340,Pave,4,1885,TA,777,Y,2290,0,560
,16545,Pave,8,1998,Gd,1284,Y,2450,0,1069
71.0,9204,Pave,5,1963,TA,1144,Y,1144,0,336
,16381,Pave,6,1969,TA,1844,Y,1844,0,540
90.0,11700,Pave,6,1968,TA,708,Y,1416,0,776
53.0,4043,Pave,6,1977,Gd,1069,Y,1069,0,440
37.0,4435,Pave,6,2003,Gd,848,Y,848,0,420
,19690,Pave,6,1966,Gd,697,Y,2201,738,432
,9503,Pave,5,1958,TA,1024,Y,1344,0,484
80.0,10721,Pave,6,1959,TA,1252,Y,1252,0,528
81.0,10944,Pave,7,1994,Gd,1223,Y,2127,0,525
60.0,10930,Pave,5,1945,TA,913,Y,1558,0,288
60.0,7200,Pave,5,1940,TA,788,Y,804,0,240
,12546,Pave,6,1981,Gd,1440,Y,1440,0,467
60.0,21930,Pave,5,2005,Gd,732,Y,1838,0,372
,4928,Pave,6,1976,Gd,958,Y,958,0,440
60.0,10800,Pave,4,1927,TA,656,Y,968,0,216
93.0,10261,Pave,6,2000,Gd,936,Y,1792,0,451
80.0,17400,Pave,5,1977,TA,1126,Y,1126,0,484
80.0,8400,Pave,6,1962,TA,1319,Y,1537,0,462
60.0,9000,Pave,4,1971,TA,864,Y,864,0,528
96.0,12444,Pave,8,2008,Ex,1932,Y,1932,0,774
90.0,7407,Pave,6,1957,TA,912,Y,1236,0,923
80.0,11584,Pave,7,1979,TA,539,Y,1725,0,550
79.0,11526,Pave,6,1922,Ex,588,Y,2555,0,672
,4426,Pave,6,2004,Gd,848,Y,848,0,420
85.0,11003,Pave,10,2008,Ex,1017,Y,2007,0,812
,8854,Pave,6,1916,TA,952,N,952,0,192
63.0,8500,Pave,7,2004,Gd,1422,Y,1422,0,626
70.0,8400,Pave,6,1966,TA,814,Y,913,0,240
,26142,Pave,5,1962,TA,1188,Y,1188,0,312
80.0,10000,Pave,8,1995,Gd,1220,Y,2090,0,556
70.0,11767,Pave,4,1910,Fa,560,N,1346,0,384
21.0,1533,Pave,5,1970,Gd,630,Y,630,0,0
60.0,9000,Pave,5,1974,Gd,896,Y,1792,0,0
78.0,9262,Pave,8,2008,Gd,1573,Y,1578,0,840
35.0,3675,Pave,5,2005,Gd,547,Y,1072,0,525
90.0,17217,Pave,5,2006,Gd,1140,Y,1140,0,0
62.0,7500,Pave,7,2004,Gd,1221,Y,1221,0,400
62.0,7917,Pave,6,1999,Gd,953,Y,1647,0,460
85.0,13175,Pave,6,1978,Gd,1542,Y,2073,0,500
66.0,9042,Pave,7,1941,TA,1152,Y,2340,0,252
68.0,9717,Pave,5,1950,TA,1078,Y,1078,0,240
75.0,9937,Pave,5,1965,TA,1256,Y,1256,0,276
